Pubmed ID,Temperature,Diet,Details,Wild type lifespan (days),Gene 1,Intervention on gene 1,Gene 1 single mutant lifespan (days),"Gene(s) 2(,3)","Intervention(s) on gene 2(,3)","Gene(s) 2(,3) mutant lifespan (days)","Double (triple) mutant (genes 1,2,(3)) lifespan (days)",Phenotype description,Organism
19506556,20,OP50;HT115,Synchronized worms fed on vector control bacteria were transferred to RNAi bacteria on day 1 of adulthood and traditional lifespan analysis performed. C. elegans was cultured using standard techniques48 and fed on Escherichia coli OP50 or HT115 harboring a dsRNA expressing plasmid49. The animals were kept at 20 °C and scored every two days by gentle prodding with a platinum wire to test for viability.,12.07,daf-2,e1370,28.44,daf-16,RNAi,10.59,12.46,,6239
19506556,20,OP50;HT115,Synchronized worms fed on vector control bacteria were transferred to RNAi bacteria on day 1 of adulthood and traditional lifespan analysis performed. C. elegans was cultured using standard techniques48 and fed on Escherichia coli OP50 or HT115 harboring a dsRNA expressing plasmid49. The animals were kept at 20 °C and scored every two days by gentle prodding with a platinum wire to test for viability.,12.07,daf-2,e1370,28.44,pie-1,RNAi,12.89,25.67,,6239
19506556,20,OP50;HT115,Synchronized worms fed on vector control bacteria were transferred to RNAi bacteria on day 1 of adulthood and traditional lifespan analysis performed. C. elegans was cultured using standard techniques48 and fed on Escherichia coli OP50 or HT115 harboring a dsRNA expressing plasmid49. The animals were kept at 20 °C and scored every two days by gentle prodding with a platinum wire to test for viability.,12.07,daf-2,e1370,28.44,pgl-1,RNAi,12.77,26.61,,6239
19506556,20,OP50;HT115,Synchronized worms fed on vector control bacteria were transferred to RNAi bacteria on day 1 of adulthood and traditional lifespan analysis performed. C. elegans was cultured using standard techniques48 and fed on Escherichia coli OP50 or HT115 harboring a dsRNA expressing plasmid49. The animals were kept at 20 °C and scored every two days by gentle prodding with a platinum wire to test for viability.,12.07,daf-2,e1370,28.44,pgl-2,RNAi,12.47,27.38,,6239
19506556,20,OP50;HT115,Synchronized worms fed on vector control bacteria were transferred to RNAi bacteria on day 1 of adulthood and traditional lifespan analysis performed. C. elegans was cultured using standard techniques48 and fed on Escherichia coli OP50 or HT115 harboring a dsRNA expressing plasmid49. The animals were kept at 20 °C and scored every two days by gentle prodding with a platinum wire to test for viability.,12.07,daf-2,e1370,28.44,pgl-3,RNAi,12.68,29.02,,6239
19506556,20,OP50;HT115,Synchronized worms fed on vector control bacteria were transferred to RNAi bacteria on day 1 of adulthood and traditional lifespan analysis performed. C. elegans was cultured using standard techniques48 and fed on Escherichia coli OP50 or HT115 harboring a dsRNA expressing plasmid49. The animals were kept at 20 °C and scored every two days by gentle prodding with a platinum wire to test for viability.,12.07,daf-2,e1370,28.44,isw-1,RNAi,12.23,25.12,RNAi inactivation of isw-1 could partially suppress the enhanced longevity of daf-2/InsR mutants.,6239
19506556,20,OP50;HT115,Synchronized worms fed on vector control bacteria were transferred to RNAi bacteria on day 1 of adulthood and traditional lifespan analysis performed. C. elegans was cultured using standard techniques48 and fed on Escherichia coli OP50 or HT115 harboring a dsRNA expressing plasmid49. The animals were kept at 20 °C and scored every two days by gentle prodding with a platinum wire to test for viability.,12.07,daf-2,e1370,28.44,mes-4,RNAi,13.9,26.49,RNAi inactivation of mes-4 could partially suppress the enhanced longevity of daf-2/InsR mutants.,6239
21343369,25,OP50,All mutants used in this study were backcrossed six times to the wild-type (N2) strain before any phenotypic analysis was performed. Worms were continuously fed E. coli OP50 for at least two generations before each assay.,13,ins-6,tm2416,14.5,daf-28,tm2308,13.9,15.4,"daf-28(tm2308) or ins-1(tm2416) alone had little or no effect on adult lifespan. Similarly, loss of both ins-6 and daf-28 had little effect on the lifespan of animals.",6239
17521386,20,NGM,"All lifespan experiments were performed at 20°C. Cultures were grown on nutrient growth medium (NGM) agar plates and 80uL of 0.2 mM (+)-5-fluorodeoxyuridine (FUdR) was added onto plates during the reproductive phase to eliminate progeny. Worms were transferred onto fresh plates every 36 days. In all experiments, RNAi was introduced to old L4 larvae. The first day of adulthood is Day 1 in the survival curves. Animals were scored as alive, dead or lost every other day.Lifespan of animals treated with different RNAi were compared with those treated with the control RNAi (empty vector) using the log-rank method.",20.3,daf-2,e1370,33.9,daf-16,mu86,,11.9,,6239
18006689,,,,14.7,daf-2,e1370,36.7,daf-16,mgDf47,,10.1,,6239
18006689,,,,14.7,daf-2,e1370,36.7,daf-16,RNAi,8.1,11.7,,6239
18006689,,,,14.7,daf-2;daf-16,e1370;mgDf47,10.1,daf-16,RNAi,8.1,10,,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",18.81,eat-2,ad1116,21.98,daf-9,rh50,15.87,17.48,eat2(ad1116);daf-9(rh50) double mutants exhibited a lifespan comparable to that of daf-9(rh50) mutants and shorter than that of eat-2(ad1116) mutants.,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",19.26,eat-2,ad1116,23.84,daf-9,rh50,16.95,18.18,eat2(ad1116);daf-9(rh50) double mutants exhibited a lifespan comparable to that of daf-9(rh50) mutants and shorter than that of eat-2(ad1116) mutants.,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",19.89,aak-2,OE,23.78,daf-9,RNAi,17.95,22.04,,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",19.89,daf-9,rh50,18.63,daf-2,RNAi,30.86,28.07,,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",19.31,eat-2,ad1116,25.38,emb-8,RNAi,,27.04,,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",17.31,eat-2,ad1116,27.18,emb-8,RNAi,,25.84,,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",19.89,nhr-8,ok186,13.72,daf-2,RNAi,30.86,25.39,daf-2 RNAi treatment extended the lifespan of control animals and nhr-8(ok186) mutants to a similar extent.,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",19.89,daf-7,e1372,19.97,nhr-8,ok186,13.72,19.41,,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",,glp-1,e2141ts,20.92,daf-9,rh50,,14.46,,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",,glp-1,e2141ts,20.92,nhr-8,ok186,,20.45,,6239
25209682,20,NGM,"For lifespan analyses, synchronized L1 larvae were raised at 20°C until they reached the late L4 larval stage or early day 1 of adulthood. Worms were then transferred to NGM plates containing 5-fluorouracil (to prevent development of progeny) with orwithout bacteria.",,eat-2,ad1116,20.85,let-363,RNAi,,21.27,,6239
23879233,20,NGM,"Worms were synchronized by allowing gravid adults to lay eggs for 12 h, and the progeny were allowed to develop. When worms were at young adult stage, approximately 30 worms were transferred onto each new NGM plate containing 5 uM 2'fluoro-5'deoxyuridine (FUdR, Sigma)We carried out lifespan assays at 20°C or 22.5°C for the following reasons. When we measured the lifespan of rsks-1 mutants at 20°C, the animals tend to display a vulval extrusion phenotype, which required censoring of many animals. To circumvent this problem, we performed the lifespan assays mostly at 22.5°C after maintaining the worms at 22.5°C for at least two generations. We carried out the lifespan experiments for daf-2(e1370) or daf-2(e1370);rsks-1(tm1714) mutants at 20°C, because many of these animals arrested as dauer larvae at 22.5°C.",19.7,daf-2,e1370,39.1,hsf-1,RNAi,9.9,7.5,The very long lifespan of daf-2(e1370) mutants was suppressed by hsf-1 RNAi.,6239
23879233,20,NGM,"Worms were synchronized by allowing gravid adults to lay eggs for 12 h, and the progeny were allowed to develop. When worms were at young adult stage, approximately 30 worms were transferred onto each new NGM plate containing 5 uM 2'fluoro-5'deoxyuridine (FUdR, Sigma)We carried out lifespan assays at 20°C or 22.5°C for the following reasons. When we measured the lifespan of rsks-1 mutants at 20°C, the animals tend to display a vulval extrusion phenotype, which required censoring of many animals. To circumvent this problem, we performed the lifespan assays mostly at 22.5°C after maintaining the worms at 22.5°C for at least two generations. We carried out the lifespan experiments for daf-2(e1370) or daf-2(e1370);rsks-1(tm1714) mutants at 20°C, because many of these animals arrested as dauer larvae at 22.5°C.",18.9,daf-2,e1370,45.8,hsf-1,RNAi,11.2,10.8,The very long lifespan of daf-2(e1370) mutants was suppressed by hsf-1 RNAi.,6239
23879233,20,NGM,"Worms were synchronized by allowing gravid adults to lay eggs for 12 h, and the progeny were allowed to develop. When worms were at young adult stage, approximately 30 worms were transferred onto each new NGM plate containing 5 uM 2'fluoro-5'deoxyuridine (FUdR, Sigma)We carried out lifespan assays at 20°C or 22.5°C for the following reasons. When we measured the lifespan of rsks-1 mutants at 20°C, the animals tend to display a vulval extrusion phenotype, which required censoring of many animals. To circumvent this problem, we performed the lifespan assays mostly at 22.5°C after maintaining the worms at 22.5°C for at least two generations. We carried out the lifespan experiments for daf-2(e1370) or daf-2(e1370);rsks-1(tm1714) mutants at 20°C, because many of these animals arrested as dauer larvae at 22.5°C.",19.7,daf-2,e1370,39.1,rsks-1,tm1714,21,47,rsks-1(tm1714) mutations further increased the long lifespan of daf-2(e1370) mutants.,6239
23879233,20,NGM,"Worms were synchronized by allowing gravid adults to lay eggs for 12 h, and the progeny were allowed to develop. When worms were at young adult stage, approximately 30 worms were transferred onto each new NGM plate containing 5 uM 2'fluoro-5'deoxyuridine (FUdR, Sigma)We carried out lifespan assays at 20°C or 22.5°C for the following reasons. When we measured the lifespan of rsks-1 mutants at 20°C, the animals tend to display a vulval extrusion phenotype, which required censoring of many animals. To circumvent this problem, we performed the lifespan assays mostly at 22.5°C after maintaining the worms at 22.5°C for at least two generations. We carried out the lifespan experiments for daf-2(e1370) or daf-2(e1370);rsks-1(tm1714) mutants at 20°C, because many of these animals arrested as dauer larvae at 22.5°C.",18.9,daf-2,e1370,45.8,rsks-1,tm1714,20.1,49.4,rsks-1(tm1714) mutations further increased the long lifespan of daf-2(e1370) mutants.,6239
23879233,20,NGM,"Worms were synchronized by allowing gravid adults to lay eggs for 12 h, and the progeny were allowed to develop. When worms were at young adult stage, approximately 30 worms were transferred onto each new NGM plate containing 5 uM 2'fluoro-5'deoxyuridine (FUdR, Sigma)We carried out lifespan assays at 20°C or 22.5°C for the following reasons. When we measured the lifespan of rsks-1 mutants at 20°C, the animals tend to display a vulval extrusion phenotype, which required censoring of many animals. To circumvent this problem, we performed the lifespan assays mostly at 22.5°C after maintaining the worms at 22.5°C for at least two generations. We carried out the lifespan experiments for daf-2(e1370) or daf-2(e1370);rsks-1(tm1714) mutants at 20°C, because many of these animals arrested as dauer larvae at 22.5°C.",19.7,daf-2; rsks-1,e1370; tm1714,47,hsf-1,RNAi,9.9,10,rsks-1(tm1714) mutations further increased the long lifespan of daf-2(e1370) mutants. This very long lifespan was suppressed by hsf-1 RNAi.,6239
23879233,20,NGM,"Worms were synchronized by allowing gravid adults to lay eggs for 12 h, and the progeny were allowed to develop. When worms were at young adult stage, approximately 30 worms were transferred onto each new NGM plate containing 5 uM 2'fluoro-5'deoxyuridine (FUdR, Sigma)We carried out lifespan assays at 20°C or 22.5°C for the following reasons. When we measured the lifespan of rsks-1 mutants at 20°C, the animals tend to display a vulval extrusion phenotype, which required censoring of many animals. To circumvent this problem, we performed the lifespan assays mostly at 22.5°C after maintaining the worms at 22.5°C for at least two generations. We carried out the lifespan experiments for daf-2(e1370) or daf-2(e1370);rsks-1(tm1714) mutants at 20°C, because many of these animals arrested as dauer larvae at 22.5°C.",18.9,daf-2; rsks-1,e1370; tm1714,49.4,hsf-1,RNAi,11.2,12.7,rsks-1(tm1714) mutations further increased the long lifespan of daf-2(e1370) mutants. This very long lifespan was suppressed by hsf-1 RNAi.,6239
23879233,20,NGM,"Worms were synchronized by allowing gravid adults to lay eggs for 12 h, and the progeny were allowed to develop. When worms were at young adult stage, approximately 30 worms were transferred onto each new NGM plate containing 5 uM 2'fluoro-5'deoxyuridine (FUdR, Sigma)We carried out lifespan assays at 20°C or 22.5°C for the following reasons. When we measured the lifespan of rsks-1 mutants at 20°C, the animals tend to display a vulval extrusion phenotype, which required censoring of many animals. To circumvent this problem, we performed the lifespan assays mostly at 22.5°C after maintaining the worms at 22.5°C for at least two generations. We carried out the lifespan experiments for daf-2(e1370) or daf-2(e1370);rsks-1(tm1714) mutants at 20°C, because many of these animals arrested as dauer larvae at 22.5°C.",19.7,rsks-1,tm1714,21,hsf-1,RNAi,9.9,7.2,,6239
23879233,20,NGM,"Worms were synchronized by allowing gravid adults to lay eggs for 12 h, and the progeny were allowed to develop. When worms were at young adult stage, approximately 30 worms were transferred onto each new NGM plate containing 5 uM 2'fluoro-5'deoxyuridine (FUdR, Sigma)We carried out lifespan assays at 20°C or 22.5°C for the following reasons. When we measured the lifespan of rsks-1 mutants at 20°C, the animals tend to display a vulval extrusion phenotype, which required censoring of many animals. To circumvent this problem, we performed the lifespan assays mostly at 22.5°C after maintaining the worms at 22.5°C for at least two generations. We carried out the lifespan experiments for daf-2(e1370) or daf-2(e1370);rsks-1(tm1714) mutants at 20°C, because many of these animals arrested as dauer larvae at 22.5°C.",18.9,rsks-1,tm1714,20.1,hsf-1,RNAi,11.2,7.8,,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,daf-16,mgDf50,13.9,ftt-2,RNAi,15.6,12.8,The ftt-2 gene modulates life span in daf-16 loss-of-function genetic background.,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,daf-16,mgDf50,13.9,ftt-1,RNAi,16.4,14,The ftt-1 gene doesn't modulate life span in daf-16 loss-of-function genetic background.,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,daf-2,e1365,31.3,ftt-2,RNAi,15.6,23.4,The strongest life span reduction was observed upon ftt-2 RNAi treatment on both daf-2 class mutants,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,daf-2,e1365,31.3,ftt-1,RNAi,16.4,25.4,The ftt-1 RNAi treatments induced a significant life span reduction when applied to both daf-2 class mutants,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,daf-2,e1370,28.6,ftt-2,RNAi,15.6,18.5,The strongest life span reduction was observed upon ftt-2 RNAi treatment on both daf-2 class mutants,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,daf-2,e1370,28.6,ftt-1,RNAi,16.4,19.6,The ftt-1 RNAi treatments induced a significant life span reduction when applied to both daf-2 class mutants,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,pdk-1,sa709,21.5,ftt-2,RNAi,15.6,21.5,The ftt-2 RNAi induced a significant life span modulation in comparison with control. This result is relevant to a negative modulation of pdk-1 activity by ftt-2 that can be highlighted here by a life span shortening effect upon RNAi.,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,pdk-1,sa709,21.5,ftt-1,RNAi,16.4,24.7,The ftt-1 RNAi didn't induce a significant life span modulation in comparison with control. This result is relevant to a negative modulation of pdk-1 activity by ftt-2 that can be highlighted here by a life span shortening effect upon RNAi.,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,pdk-1,mg142,19.1,ftt-2,RNAi,15.6,17.6,The ftt-2 RNAi induced a significant life span modulation in comparison with control. This result is relevant to a negative modulation of pdk-1 activity by ftt-2 that can be highlighted here by a life span shortening effect upon RNAi.,6239
18423931,20,OP50,Adult stage RNAi: L4 larvae fed with RNAi producing bacteria were allowed to grow on NGM plates at 20 °C until they died.,18.9,pdk-1,mg142,19.1,ftt-1,RNAi,16.4,19.5,The ftt-1 RNAi didn't induce a significant life span modulation in comparison with control. This result is relevant to a negative modulation of pdk-1 activity by ftt-2 that can be highlighted here by a life span shortening effect upon RNAi.,6239
18423931,22.5,OP50,"The data show the average results of four to five independent RNAi trials at 22.5C. Worms of indicated genotypes were fed on E. coli HT115 strain bacteria expressing either ftt-2, ftt-1 or control RNAi during pre-reproductive developmental period then transferred to RNAi-free conditions and assayed for life span.",19,daf-16,mgDf50,13,ftt-1,RNAi,16.4,8.7,The ftt-1 gene doesn't modulate life span in daf-16 loss-of-function genetic background.,6239
18423931,22.5,OP50,"The data show the average results of four to five independent RNAi trials at 22.5C. Worms of indicated genotypes were fed on E. coli HT115 strain bacteria expressing either ftt-2, ftt-1 or control RNAi during pre-reproductive developmental period then transferred to RNAi-free conditions and assayed for life span.",19,daf-16,mgDf50,13,ftt-2,RNAi,14.2,7.2,The ftt-2 gene modulates life span in daf-16 loss-of-function genetic background.,6239
18423931,22.5,OP50,"The data show the average results of four to five independent RNAi trials at 22.5C. Worms of indicated genotypes were fed on E. coli HT115 strain bacteria expressing either ftt-2, ftt-1 or control RNAi during pre-reproductive developmental period then transferred to RNAi-free conditions and assayed for life span.",19,daf-2,e1365,28.6,ftt-1,RNAi,16.4,12.5,The ftt-1 RNAi treatments induced a significant life span reduction when applied to both daf-2 class mutants,6239
18423931,22.5,OP50,"The data show the average results of four to five independent RNAi trials at 22.5C. Worms of indicated genotypes were fed on E. coli HT115 strain bacteria expressing either ftt-2, ftt-1 or control RNAi during pre-reproductive developmental period then transferred to RNAi-free conditions and assayed for life span.",19,daf-2,e1365,28.6,ftt-2,RNAi,14.2,11.4,The ftt-2 RNAi treatments induced a significant life span reduction when applied to both daf-2 class mutants,6239
18423931,22.5,OP50,"The data show the average results of four to five independent RNAi trials at 22.5C. Worms of indicated genotypes were fed on E. coli HT115 strain bacteria expressing either ftt-2, ftt-1 or control RNAi during pre-reproductive developmental period then transferred to RNAi-free conditions and assayed for life span.",19,daf-2,e1370,26.1,ftt-1,RNAi,16.4,12,The ftt-1 RNAi treatments induced a significant life span reduction when applied to both daf-2 class mutants,6239
18423931,22.5,OP50,"The data show the average results of four to five independent RNAi trials at 22.5C. Worms of indicated genotypes were fed on E. coli HT115 strain bacteria expressing either ftt-2, ftt-1 or control RNAi during pre-reproductive developmental period then transferred to RNAi-free conditions and assayed for life span.",19,daf-2,e1370,26.1,ftt-2,RNAi,14.2,8.4,The strongest life span reduction was observed upon ftt-2 RNAi treatment on both daf-2 class mutants,6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,22.56,cep-1,gk138,21.2,isp-1,qm150,30.29,26.33,cep-1 mutation partially suppresses isp-1 mutant longevity as the cep-1;isp-1 double mutant lifespan is shorter than that of the isp-1 single mutant.,6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,21.24,cep-1,gk138,20.78,isp-1,qm150,25.24,23.83,cep-1 mutation partially suppresses isp-1 mutant longevity as the cep-1;isp-1 double mutant lifespan is shorter than that of the isp-1 single mutant.,6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,22.44,cep-1,gk138,21.36,clk-1,qm150,26.1,25.88,"cep-1 mutation does not suppress clk-1 mutant longevity as the lifespans of two cep-1;clk-1 double mutant isolates (L4, L6) are similar to that of the clk-1 single mutant. Mutation in cep-1;clk-1L4",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,22.44,cep-1,gk138,21.36,clk-1,qm150,26.1,26.52,"cep-1 mutation does not suppress clk-1 mutant longevity as the lifespans of two cep-1;clk-1 double mutant isolates (L4, L6) are similar to that of the clk-1 single mutant. Mutation in cep-1;clk-1L6",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,21.89,cep-1,gk138,19.81,clk-1,qm150,25.09,23.81,"cep-1 mutation does not suppress clk-1 mutant longevity as the lifespans of two cep-1;clk-1 double mutant isolates (L4, L6) are similar to that of the clk-1 single mutant. Mutation in cep-1;clk-1LN4",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,21.89,cep-1,gk138,19.81,clk-1,qm150,25.09,25.77,"cep-1 mutation does not suppress clk-1 mutant longevity as the lifespans of two cep-1;clk-1 double mutant isolates (L4, L6) are similar to that of the clk-1 single mutant. Mutation in cep-1;clk-1LN6",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,22.56,cep-1,gk138,21.2,mev-1,qm150,18.18,20.97,"cep-1 mutation restores the mev-1 mutant lifespan as the lifespans of two cep-1;mev-1 isolates (L1, L32) are similar to that of wt. Mutation in cep-1;mev-1L1",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,22.56,cep-1,gk138,21.2,mev-1,qm150,18.18,19.51,"cep-1 mutation restores the mev-1 mutant lifespan as the lifespans of two cep-1;mev-1 isolates (L1, L32) are similar to that of wt. Mutation in cep-1;mev-1L2",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,22.56,cep-1,gk138,21.2,mev-1,qm150,18.18,22.2,"cep-1 mutation restores the mev-1 mutant lifespan as the lifespans of two cep-1;mev-1 isolates (L1, L32) are similar to that of wt. Mutation in cep-1;mev-1L32",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,22.56,cep-1,gk138,21.2,mev-1,qm150,18.18,20.47,"cep-1 mutation restores the mev-1 mutant lifespan as the lifespans of two cep-1;mev-1 isolates (L1, L32) are similar to that of wt. Mutation in cep-1;mev-1L9",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,21.4,cep-1,gk138,20.78,mev-1,qm150,18.87,22.12,"cep-1 mutation restores the mev-1 mutant lifespan as the lifespans of two cep-1;mev-1 isolates (L1, L32) are similar to that of wt. Mutation in cep-1,mev-1L1",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,21.4,cep-1,gk138,20.78,mev-1,qm150,18.87,21.95,"cep-1 mutation restores the mev-1 mutant lifespan as the lifespans of two cep-1;mev-1 isolates (L1, L32) are similar to that of wt. Mutation in cep-1;mev-1L2",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,21.4,cep-1,gk138,20.78,mev-1,qm150,18.87,23.87,"cep-1 mutation restores the mev-1 mutant lifespan as the lifespans of two cep-1;mev-1 isolates (L1, L32) are similar to that of wt. Mutation in cep-1;mev-1L32",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,19.7,cep-1,gk138,19.75,mev-1,qm150,16.64,20.91,"cep-1 mutation restores the mev-1 mutant lifespan as the lifespans of two cep-1;mev-1 isolates (L1, L32) are similar to that of wt. Mutation in cep-1;mev-1L9",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,19.42,gas-1,fc21,13.97,cep-1,gk138,19.64,16.06,"cep-1 mutation partially restores gas-1 mutant lifespan as two isolates of cep-1;gas-1 (L22, L34) live longer than the gas-1 single mutant. Mutation in gas-1;cep-1L22",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,19.42,gas-1,fc21,13.97,cep-1,gk138,19.64,15.56,"cep-1 mutation partially restores gas-1 mutant lifespan as two isolates of cep-1;gas-1 (L22, L34) live longer than the gas-1 single mutant. Mutation in gas-1;cep-1L34",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,13.87,cep-1,gk138,14.3,gas-1,fc21,10.72,16.95,"The cep-1 mutation partially restores gas-1 mutant lifespan as two isolates of cep-1;gas-1 (L22, L34) live longer than the gas-1 single mutant. Mutation in cep-1;gas-1L22",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,13.87,cep-1,gk138,14.3,gas-1,fc21,10.72,16.35,"cep-1 mutation partially restores gas-1 mutant lifespan as two isolates of cep-1;gas-1 (L22, L34) live longer than the gas-1 single mutant. Mutation in cep-1;gas-1L34",6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,17.15,cep-1,gk138,18.56,ftn-1;ftn-2,RNAi;RNAi,18.35,18.92,CEP-1-regulated ferritin induction partially mediates the extended lifespan of isp-1 mutants. Mutation in cep-1_ftn-1&2RNAi,6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,17.15,isp-1,qm150,27.46,ftn-1;ftn-2,RNAi;RNAi,18.35,25.4,CEP-1-regulated ferritin induction partially mediates the extended lifespan of isp-1 mutants. Mutation in isp-1 ftn-1&2RNAi,6239
24586177,20,OP50,All lifespan assays were performed at 20°C on Nematode Growth Media (NGM) plates seeded with E. coli OP50 or RNAi bacteria.,17.15,cep-1;isp-1,gk138;qm150,22.55,ftn-1;ftn-2,RNAi;RNAi,18.35,23.16,Mutation in cep-1;isp-1 ftn-1&2RNAi,6239
